484468.002000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0224 2 20000;21180;20823;20860;20929;20945;21311;20000 8:0 15:4 83411 1167.75 0 40.00 300 1507.75 0
DP0225 2 20000;20784;20796;21109;20467;20000 8:0 11:35 63016 882.22 0 0.00 300 1182.22 0
DP0226 2 20000;20008;20903;20256;20676;20028;20000 8:0 13:20 98778 1382.89 0 0.00 300 1682.89 0
DP0227 1 20000;20832;20848;21179;21487;20000 8:0 12:34 130977 1571.72 50 0.00 200 1821.72 1
DP0228 2 20000;20843;20337;20369;20000 8:0 12:53 113566 1589.92 0 2.80 300 1892.72 0
DP0229 1 20000;20874;20476;20276;21471;20000 8:4 13:21 133319 1599.83 50 0.00 200 1849.83 1
DP0230 2 20000;20084;20897;20260;21158;21178;20000 8:0 13:26 109304 1530.26 0 0.00 300 1830.26 0
DP0231 1 20000;20086;20168;20927;20479;20434;20000 8:0 12:51 90395 1084.74 0 0.00 200 1284.74 0
DP0232 1 20000;20925;21042;20738;20000 8:0 11:54 88569 1062.83 0 0.00 200 1262.83 0
DP0233 1 20000;20926;20720;21416;20000 8:0 12:34 124716 1496.59 50 0.00 200 1746.59 1
DP0234 1 20000;20948;20252;20000 8:0 12:2 101129 1213.55 0 0.00 200 1413.55 0
DP0235 1 20000;20198;21123;20029;20701;21488;20000 8:0 13:39 133424 1601.09 50 1.20 200 1852.29 1
DP0236 1 20000;20222;20954;20120;20996;20151;21402;20000 8:0 13:23 103163 1237.96 50 0.00 200 1487.96 1
DP0237 1 20000;20230;20437;21016;20609;21081;21450;20000 8:0 13:37 134832 1617.98 50 0.00 200 1867.98 1
DP0238 1 20000;20231;21147;20516;20920;20721;20000 8:0 13:9 89602 1075.22 0 0.00 200 1275.22 0
DP0239 1 20000;20232;20377;20542;20155;20752;21422;20000 8:0 13:47 110491 1325.89 50 0.40 200 1576.29 1
DP0240 1 20000;21005;21121;21416;20000 8:0 12:34 128907 1546.88 50 0.00 200 1796.88 1
DP0241 1 20000;20239;20729;20033;21070;21451;20000 8:0 13:41 131309 1575.71 50 2.00 200 1827.71 1
DP0242 1 20000;21010;20812;21405;20000 8:0 12:14 126330 1515.96 50 0.00 200 1765.96 1
DP0243 1 20000;21036;20711;20000 8:0 11:33 78977 947.72 0 0.80 200 1148.52 0
DP0244 1 20000;21049;21068;20603;20462;20458;20000 8:0 12:21 57781 693.37 0 0.00 200 893.37 0
DP0245 1 20000;20357;20502;20126;20399;21007;20000 8:0 12:56 90083 1081.00 0 0.00 200 1281.00 0
DP0246 2 20000;21095;21117;20803;20000 8:0 11:45 87255 1221.57 0 0.00 300 1521.57 0
DP0247 1 20000;20386;20690;20699;20172;21033;20000 8:0 13:2 91204 1094.45 0 0.00 200 1294.45 0
DP0248 1 20000;21104;21105;20859;20000 8:0 11:40 97405 1168.86 0 0.00 200 1368.86 0
DP0249 1 20000;21129;20579;20000 8:0 11:27 75951 911.41 0 4.40 200 1115.81 0
DP0250 1 20000;21163;21168;21427;20000 8:0 12:46 153981 1847.77 50 0.00 200 2097.77 1
DP0251 2 20000;21170;20588;20451;20000 8:0 12:19 98573 1380.02 0 0.00 300 1680.02 0
DP0252 1 20000;20424;20309;20440;20723;21133;21439;20000 8:0 13:56 113691 1364.29 50 0.80 200 1615.09 1
DP0253 1 20000;20221;21135;20000 9:40 11:33 26611 319.33 0 0.00 200 519.33 0
DP0254 1 20000;20311;20201;20000 9:41 11:18 20173 242.08 0 0.00 200 442.08 0
DP0255 2 20000;20313;20000 8:57 11:25 63545 889.63 0 0.00 300 1189.63 0
DP0256 1 20000;20482;20651;20785;20840;20947;21436;20000 8:0 13:19 114853 1378.24 50 0.00 200 1628.24 1
DP0257 1 20000;20406;21003;20000 9:14 11:58 87305 1047.66 0 0.00 200 1247.66 0
DP0258 1 20000;20420;21459;20000 8:49 12:18 115674 1388.09 50 0.00 200 1638.09 1
DP0259 1 20000;20532;20553;20427;20041;20209;21427;20000 8:0 14:16 150515 1806.18 50 0.00 200 2056.18 1
DP0260 2 20000;20556;20342;20000 9:48 11:57 30077 421.08 0 0.00 300 721.08 0
DP0261 1 20000;20564;20744;20710;20452;20281;21452;20000 8:0 14:8 122423 1469.08 50 0.00 200 1719.08 1
DP0262 2 20000;20569;21181;20161;20932;20448;20000 8:0 12:54 96692 1353.69 0 0.00 300 1653.69 0
DP0263 1 20000;20571;20250;21018;20975;21051;21459;20000 8:0 13:56 123602 1483.22 50 0.00 200 1733.22 1
DP0264 1 20000;20780;20821;21032;21498;20000 8:0 12:46 104831 1257.97 50 0.40 200 1508.37 1
DP0265 1 20000;20582;20966;20394;20552;21161;20253;20000 8:0 13:13 86112 1033.34 0 0.00 200 1233.34 0
DP0266 1 20000;20585;20199;20549;20895;20697;21460;20000 8:0 13:46 129344 1552.13 50 0.00 200 1802.13 1
DP0267 1 20000;20587;20768;20717;20170;21174;21416;20000 8:0 14:10 145391 1744.69 50 0.00 200 1994.69 1
DP0268 2 20000;20976;20343;20000 8:29 11:47 81739 1144.35 0 0.00 300 1444.35 0
DP0269 1 20000;20596;20349;20302;20937;20226;20661;20000 8:0 13:14 100271 1203.25 0 0.00 200 1403.25 0
DP0270 1 20000;21116;20241;21426;20000 8:8 12:35 124352 1492.22 50 0.00 200 1742.22 1
DP0271 1 20000;20619;20696;20872;20048;21405;20000 8:0 13:26 130035 1560.42 50 0.00 200 1810.42 1
DP0272 2 20000;20626;20272;20397;21083;20113;20000 8:0 12:51 78577 1100.08 0 0.00 300 1400.08 0
DP0273 1 20000;20633;20273;20567;21071;20656;21452;20000 8:0 14:9 118948 1427.38 50 0.00 200 1677.38 1
DP0274 2 20000;20292;20000 8:27 12:2 119713 1675.98 0 0.00 300 1975.98 0
DP0275 1 20000;20659;20703;20826;20156;21009;20000 8:0 12:29 78891 946.69 0 0.00 200 1146.69 0
DP0276 2 20000;20325;20000 8:52 12:18 119882 1678.35 0 0.00 300 1978.35 0
