482004.850000
trans_code vehicle_type dis_seq distribute_lea_tm distribute_arr_tm distance trans_cost charge_cost wait_cost fixed_use_cost total_cost charge_cnt
DP0220 1 10000;11295;11179;11188;10596;11520;10000 8:0 12:57 137835 1654.02 50 0.00 200 1904.02 1
DP0221 2 10000;10404;10525;10432;10602;11562;10000 8:0 14:14 164732 2306.25 50 0.00 300 2656.25 1
DP0222 1 10000;10426;10304;10241;11508;10000 8:0 13:3 137840 1654.08 50 0.00 200 1904.08 1
DP0223 2 10000;10542;10216;10700;10251;10541;10084;10000 8:9 13:27 75747 1060.46 0 0.80 300 1361.26 0
DP0224 1 10000;10455;10720;11230;11512;10000 8:0 12:57 145024 1740.29 50 0.00 200 1990.29 1
DP0225 1 10000;10509;10261;10054;11508;10000 8:0 13:18 135588 1627.06 50 0.00 200 1877.06 1
DP0226 2 10000;10611;10265;10383;11254;11116;11445;11568;10000 8:0 15:7 163650 2291.10 50 6.00 300 2647.10 1
DP0227 1 10000;10615;10656;10749;10677;11280;11201;10000 8:0 12:52 75499 905.99 0 0.00 200 1105.99 0
DP0228 1 10000;10577;11193;11252;10437;11521;10000 8:0 12:48 100855 1210.26 50 0.00 200 1460.26 1
DP0229 2 10000;10579;11165;10897;11526;10000 8:0 12:41 124312 1740.37 50 0.00 300 2090.37 1
DP0230 1 10000;10644;10738;10159;10925;10545;11205;10000 8:0 12:51 83213 998.56 0 0.00 200 1198.56 0
DP0231 1 10000;10655;10772;10531;10539;11507;10000 8:0 13:19 113352 1360.22 50 0.00 200 1610.22 1
DP0232 1 10000;10702;10143;10066;10684;10214;11011;11514;10000 8:0 13:43 118086 1417.03 50 0.00 200 1667.03 1
DP0233 1 10000;10680;11082;11286;10358;11599;10000 8:0 13:12 130073 1560.88 50 0.00 200 1810.88 1
DP0234 1 10000;10728;10264;10538;11562;10000 8:0 13:11 139780 1677.36 50 0.00 200 1927.36 1
DP0235 2 10000;10732;11290;11135;10820;10000 8:0 12:24 118698 1661.77 0 0.00 300 1961.77 0
DP0236 2 10000;10740;11238;10863;10685;10928;10000 8:0 12:51 110690 1549.66 0 0.00 300 1849.66 0
DP0237 2 10000;10752;10190;11240;10381;10232;10000 8:0 13:38 107985 1511.79 0 4.80 300 1816.59 0
DP0238 1 10000;10792;10807;10630;11532;10000 8:0 12:16 114683 1376.20 50 0.00 200 1626.20 1
DP0239 2 10000;10773;10875;10198;10379;10235;10375;10000 8:0 12:47 67792 949.09 0 0.00 300 1249.09 0
DP0240 1 10000;10841;10731;10406;11573;10000 8:0 13:28 160391 1924.69 50 0.00 200 2174.69 1
DP0241 1 10000;10859;10873;10553;11546;10000 8:0 12:25 106377 1276.52 50 0.00 200 1526.52 1
DP0242 1 10000;10880;10547;10730;11562;10000 8:0 13:27 147540 1770.48 50 0.00 200 2020.48 1
DP0243 1 10000;10812;10571;10528;11250;10482;11575;10000 8:0 13:55 131359 1576.31 50 0.00 200 1826.31 1
DP0244 1 10000;10894;11146;10453;11562;10000 8:0 13:20 145005 1740.06 50 0.00 200 1990.06 1
DP0245 1 10000;10910;11177;11299;10000 8:0 11:22 81351 976.21 0 0.00 200 1176.21 0
DP0246 1 10000;10837;10924;10619;11132;10273;10153;10000 8:0 12:47 52976 635.71 0 0.00 200 835.71 0
DP0247 1 10000;10860;10174;11144;10715;10705;10431;10000 8:0 13:15 88623 1063.48 0 0.00 200 1263.48 0
DP0248 1 10000;10954;10423;11216;11541;10000 8:0 12:54 140831 1689.97 50 0.00 200 1939.97 1
DP0249 1 10000;10984;11134;10695;10000 8:21 11:26 64874 778.49 0 0.00 200 978.49 0
DP0250 1 10000;10991;10638;11175;11508;10000 8:0 13:12 136350 1636.20 50 0.00 200 1886.20 1
DP0251 1 10000;10999;10456;10504;11573;10000 8:0 13:27 155684 1868.21 50 0.00 200 2118.21 1
DP0252 1 10000;11133;10844;10669;11550;10000 8:0 13:2 138671 1664.05 50 0.00 200 1914.05 1
DP0253 1 10000;11142;10654;11071;11508;10000 8:0 13:10 141639 1699.67 50 0.00 200 1949.67 1
DP0254 1 10000;10955;10420;10640;10163;10378;10000 8:0 12:48 97790 1173.48 0 0.00 200 1373.48 0
DP0255 1 10000;10959;11030;10682;10234;10175;10000 8:0 12:32 79514 954.17 0 0.00 200 1154.17 0
DP0256 1 10000;10965;11171;10858;10467;10881;11599;10000 8:0 13:41 140219 1682.63 50 0.00 200 1932.63 1
DP0257 1 10000;10989;11215;10649;10653;10299;10000 8:0 12:31 67906 814.87 0 0.00 200 1014.87 0
DP0258 1 10000;11228;10832;11508;10000 8:0 12:29 128658 1543.90 50 0.00 200 1793.90 1
DP0259 1 10000;11236;10650;11512;10000 8:0 12:27 132813 1593.76 50 0.00 200 1843.76 1
DP0260 1 10000;11015;11058;10328;10310;10301;10000 8:0 12:41 76156 913.87 0 0.00 200 1113.87 0
DP0261 2 10000;11036;11212;11074;11022;10508;10714;10000 8:0 13:18 105196 1472.74 0 0.00 300 1772.74 0
DP0262 1 10000;11038;10793;11060;10142;10790;10000 8:0 12:43 93081 1116.97 0 0.00 200 1316.97 0
DP0263 1 10000;11284;10352;11202;11555;10000 8:0 12:54 140958 1691.50 50 0.00 200 1941.50 1
DP0264 2 10000;11287;10277;10973;10000 8:0 11:59 118700 1661.80 0 0.00 300 1961.80 0
DP0265 1 10000;10348;11244;10000 9:35 11:32 31589 379.07 0 0.00 200 579.07 0
DP0266 1 10000;10388;10852;10000 9:36 11:25 26923 323.08 0 0.00 200 523.08 0
DP0267 1 10000;10451;10472;11160;10000 8:2 11:22 55306 663.67 0 8.40 200 872.07 0
DP0268 1 10000;11099;11243;10309;10074;10941;11544;10000 8:0 13:34 115240 1382.88 50 0.00 200 1632.88 1
DP0269 1 10000;11111;11166;10489;10636;11248;10000 8:0 12:23 49769 597.23 0 10.80 200 808.03 0
DP0270 1 10000;11115;10478;10759;10618;10940;10000 8:0 12:26 81315 975.78 0 0.00 200 1175.78 0
DP0271 1 10000;11122;11174;10559;10564;10306;10000 8:0 12:33 83171 998.05 0 0.00 200 1198.05 0
DP0272 1 10000;10690;11141;10000 9:33 11:35 38621 463.45 0 0.00 200 663.45 0
DP0273 1 10000;10757;10802;11507;10000 8:0 11:55 114760 1377.12 50 0.00 200 1627.12 1
DP0274 1 10000;10835;10164;10000 9:44 11:32 30373 364.48 0 0.00 200 564.48 0
DP0275 2 10000;11221;11121;10502;10911;10342;11068;11579;10000 8:0 13:43 130433 1826.06 50 0.00 300 2176.06 1
DP0276 1 10000;10895;11234;10000 9:37 12:4 68365 820.38 0 0.00 200 1020.38 0
DP0277 1 10000;10942;10977;11161;11562;10000 8:0 12:46 163506 1962.07 50 0.00 200 2212.07 1
DP0278 1 10000;11282;10177;10979;10327;10771;11510;10000 8:0 13:40 129593 1555.12 50 0.00 200 1805.12 1
DP0279 1 10000;11113;11225;10324;10000 8:0 11:50 93785 1125.42 0 11.60 200 1337.02 0
DP0280 1 10000;11155;10000 9:37 10:53 28697 344.36 0 0.00 200 544.36 0
DP0281 1 10000;10168;10155;10125;10476;11568;10000 8:0 13:36 125785 1509.42 50 0.00 200 1759.42 1
